zip_code,zcta,source,zcta_crosswalk
22118,22032,geonames,22031
22119,22032,geonames,22031
22156,22032,geonames,22150
22158,22032,geonames,22151
22159,22032,geonames,22151
22160,22032,geonames,22151
22161,22150,geonames,22151
22183,22032,geonames,22180
22185,22185,geonames,22124
22195,22191,geonames,22193
22210,22203,geonames,22201
22212,22203,geonames,22211
22215,22203,geonames,22202
22216,22203,geonames,22201
22219,22203,geonames,22209
22225,22203,geonames,22201
22227,22203,geonames,22202
22241,22203,geonames,22201
22246,22203,geonames,22202
22313,22304,geonames,22314
22334,22304,geonames,22314
22350,22314,geonames,22311
22412,22551,geonames,22406
22472,22572,geonames,22472
22530,22530,geonames,22473
22570,22460,geonames,22435
22579,22579,geonames,22473
22725,22727,geonames,22725
22746,20106,geonames,22746
22803,22801,geonames,22802
22833,22834,geonames,22802
22906,22903,geonames,22901
22907,22903,geonames,22901
22908,22903,geonames,22908
22924,22903,geonames,22920
22957,22960,geonames,22957
22965,22973,geonames,22968
23031,23169,geonames,23149
23058,23223,geonames,23060
23064,23064,geonames,23066
23067,23065,geonames,23093
23081,23185,geonames,23081
23115,23115,geonames,22454
23125,23125,geonames,23138
23147,23140,geonames,23147
23183,23061,geonames,23072
23186,23188,geonames,23185
23187,23187,geonames,23185
23218,23225,geonames,23219
23232,23231,geonames,23220
23241,23225,geonames,23219
23242,23231,geonames,23238
23249,23225,geonames,23224
23255,23231,geonames,23229
23273,23220,geonames,23228
23274,23225,geonames,23219
23276,23225,geonames,23220
23278,23225,geonames,23220
23279,23225,geonames,23230
23284,23220,geonames,23284
23285,23225,geonames,23220
23286,23225,geonames,23220
23288,23231,geonames,23229
23289,23223,geonames,23294
23290,23225,geonames,23220
23291,23225,geonames,23219
23292,23225,geonames,23219
23293,23225,geonames,23219
23295,23220,geonames,23230
23297,23832,geonames,23237
23298,23219,geonames,23298
23313,23313,geonames,23310
23327,23322,geonames,23320
23399,23442,geonames,23359
23404,23418,geonames,23410
23412,23421,geonames,23414
23431,23487,geonames,23430
23463,23454,geonames,23464
23465,23462,geonames,23464
23466,23454,geonames,23462
23467,23454,geonames,23464
23471,23454,geonames,23455
23483,23415,geonames,23303
23501,23502,geonames,23504
23506,23503,geonames,23502
23515,23503,geonames,23505
23519,23503,geonames,23518
23529,23503,geonames,23508
23541,23503,geonames,23502
23609,23692,geonames,23602
23612,23692,geonames,23606
23628,23692,geonames,23604
23630,23666,geonames,23661
23667,23669,geonames,23667
23668,23669,geonames,23668
23670,23666,geonames,23661
23681,23666,geonames,23681
23705,23703,geonames,23704
23804,23805,geonames,23803
23806,23806,geonames,23803
23822,23840,geonames,23850
23870,23867,geonames,23870
23941,23937,geonames,23924
23955,23930,geonames,23955
24001,24016,geonames,24011
24002,24016,geonames,24011
24003,24016,geonames,24011
24004,24016,geonames,24011
24005,24016,geonames,24011
24006,24016,geonames,24011
24007,24016,geonames,24011
24008,24016,geonames,24011
24009,24016,geonames,24011
24010,24016,geonames,24011
24022,24016,geonames,24022
24023,24011,geonames,24016
24043,24011,geonames,24016
24050,24066,geonames,24019
24061,24073,geonames,24061
24111,24073,geonames,24060
24126,24301,geonames,24084
24129,24084,geonames,24129
24130,24130,geonames,24085
24146,24151,geonames,24092
24155,24153,geonames,24019
24157,24153,geonames,24019
24178,24179,geonames,24064
24212,24211,geonames,24210
24218,40815,geonames,24277
24327,24340,geonames,24327
24468,24465,geonames,24484
24469,24431,geonames,24469
24505,24504,geonames,24501
24513,24588,geonames,24551
24514,24501,geonames,24502
24515,24501,geonames,24515
24533,24553,geonames,24521
24543,24540,geonames,24541
24576,24588,geonames,24528
24619,24630,geonames,24602
24627,24614,geonames,24656
24628,24628,geonames,24614
24658,24614,geonames,24620
24739,24740,geonames,24739
24751,24715,geonames,24701
24855,24868,geonames,24855
24859,24874,geonames,24898
24895,24801,geonames,24895
24902,24970,geonames,24901
24943,24910,geonames,24943
24985,24918,geonames,24985
24993,24983,geonames,24993
25079,25071,geonames,25045
25231,25248,geonames,25231
25317,25311,geonames,25305
25326,25306,geonames,25301
25356,25306,geonames,25313
25357,25306,geonames,25312
25358,25306,geonames,25309
25360,25306,geonames,25312
25361,25306,geonames,25301
25362,25306,geonames,25302
25364,25306,geonames,25304
25365,25306,geonames,25304
25375,25301,geonames,25312
25387,25301,geonames,25387
25396,25301,geonames,25314
25402,25401,geonames,25404
25410,25438,geonames,25425
25421,25420,geonames,25421
25441,25438,geonames,25446
25544,25506,geonames,25544
25562,25704,geonames,25530
25569,25560,geonames,25526
25612,25647,geonames,25612
25614,25646,geonames,25601
25667,25661,geonames,25667
25685,25661,geonames,25685
25686,25670,geonames,25692
25706,25504,geonames,25701
25707,25504,geonames,25701
25711,25504,geonames,25701
25712,25504,geonames,25701
25713,25504,geonames,25701
25714,25504,geonames,25701
25715,25504,geonames,25701
25716,25504,geonames,25701
25720,25504,geonames,25701
25725,25504,geonames,25701
25726,25504,geonames,25701
25727,25504,geonames,25701
25728,25504,geonames,25701
25729,25504,geonames,25701
25755,25701,geonames,25755
25770,25504,geonames,25704
25771,25504,geonames,25704
25772,25504,geonames,25704
25773,25504,geonames,25704
25774,25504,geonames,25704
25775,25504,geonames,25704
25776,25504,geonames,25704
25777,25504,geonames,25704
25778,25504,geonames,25704
25779,25504,geonames,25704
25802,25827,geonames,25801
25833,25840,geonames,25917
25851,25801,geonames,25851
25866,25901,geonames,25866
25906,25906,geonames,25801
25909,25801,geonames,25909
25943,25810,geonames,25943
25966,25951,geonames,25966
25986,25976,geonames,25986
26058,26075,geonames,26058
26102,26104,geonames,26101
26106,26104,geonames,26101
26120,26104,geonames,26150
26121,26104,geonames,26150
26162,26155,geonames,26162
26210,26218,geonames,26210
26289,26260,geonames,26289
26306,26301,geonames,26330
26463,26431,geonames,26463
26504,26501,geonames,26505
26506,26505,geonames,26506
26507,26508,geonames,26505
26524,26542,geonames,26524
26527,26541,geonames,26501
26544,26501,geonames,26544
26546,26501,geonames,26546
26555,26571,geonames,26554
26561,26419,geonames,26562
26667,26651,geonames,26667
26671,26651,geonames,26671
26838,26836,geonames,26838
26886,26814,geonames,26886
27010,27040,geonames,27106
27031,27017,geonames,27030
27102,27012,geonames,27105
27108,27107,geonames,27101
27114,27101,geonames,27103
27115,27101,geonames,27105
27116,27101,geonames,27106
27130,27107,geonames,27103
27150,27107,geonames,27101
27152,27107,geonames,27101
27155,27107,geonames,27101
27157,27107,geonames,27103
27198,27107,geonames,27105
27199,27101,geonames,27105
27202,27244,geonames,27202
27204,27248,geonames,27203
27213,27207,geonames,27213
27230,27350,geonames,27248
27247,27341,geonames,27247
27256,27252,geonames,27256
27259,27325,geonames,27259
27261,27235,geonames,27260
27264,27235,geonames,27263
27268,27262,geonames,27268
27289,27320,geonames,27288
27293,27295,geonames,27292
27342,27249,geonames,27342
27351,27292,geonames,27351
27361,27295,geonames,27360
27374,27295,geonames,27374
27404,27401,geonames,27408
27411,27401,geonames,27411
27412,27403,geonames,27412
27413,27401,geonames,27403
27415,27401,geonames,27405
27416,27401,geonames,27406
27417,27401,geonames,27407
27419,27401,geonames,27409
27420,27405,geonames,27401
27425,27401,geonames,27409
27427,27401,geonames,27407
27438,27401,geonames,27408
27495,27401,geonames,27407
27497,27403,geonames,27409
27498,27401,geonames,27409
27499,27401,geonames,27407
27506,27546,geonames,27506
27512,27513,geonames,27511
27532,27530,geonames,27534
27533,27530,geonames,27533
27570,27563,geonames,27570
27584,27507,geonames,27584
27593,27527,geonames,27593
27594,27563,geonames,27594
27599,27278,geonames,27599
27602,27606,geonames,27601
27611,27604,geonames,27601
27620,27604,geonames,27610
27621,27604,geonames,27606
27622,27604,geonames,27609
27623,27604,geonames,27617
27624,27604,geonames,27615
27626,27604,geonames,27601
27627,27604,geonames,27606
27628,27604,geonames,27608
27634,27604,geonames,27601
27636,27604,geonames,27607
27650,27604,geonames,27607
27656,27604,geonames,27612
27658,27604,geonames,27616
27661,27604,geonames,27616
27668,27604,geonames,27609
27675,27604,geonames,27617
27676,27604,geonames,27617
27690,27604,geonames,27615
27695,27604,geonames,27695
27697,27601,geonames,27697
27698,27604,geonames,27601
27699,27604,geonames,27601
27702,27704,geonames,27701
27706,27705,geonames,27701
27708,27705,geonames,27708
27710,27704,geonames,27705
27711,27704,geonames,27713
27715,27704,geonames,27705
27717,27704,geonames,27707
27722,27701,geonames,27712
27815,27801,geonames,27815
27835,27858,geonames,27834
27836,27834,geonames,27858
27868,27809,geonames,27856
27877,27862,geonames,27877
27969,27935,geonames,27969
28024,28114,geonames,28024
28041,28146,geonames,28041
28042,28090,geonames,28042
28055,28052,geonames,28054
28074,28139,geonames,28074
28082,28025,geonames,28083
28106,28206,geonames,28105
28111,28110,geonames,28112
28123,28117,geonames,28115
28126,28215,geonames,28213
28130,28206,geonames,28214
28136,28090,geonames,28136
28201,28206,geonames,28280
28218,28206,geonames,28205
28219,28206,geonames,28208
28220,28206,geonames,28209
28221,28206,geonames,28269
28222,28206,geonames,28211
28223,28213,geonames,28223
28224,28206,geonames,28217
28228,28206,geonames,28208
28229,28206,geonames,28212
28230,28206,geonames,28204
28231,28206,geonames,28204
28232,28206,geonames,28204
28233,28280,geonames,28204
28234,28206,geonames,28204
28235,28206,geonames,28204
28236,28280,geonames,28204
28237,28206,geonames,28204
28241,28280,geonames,28278
28242,28206,geonames,28202
28243,28280,geonames,28208
28247,28277,geonames,28226
28250,28280,geonames,
28253,28206,geonames,28269
28254,28206,geonames,28208
28255,28206,geonames,28204
28256,28206,geonames,28213
28258,28206,geonames,28208
28260,28280,geonames,28208
28263,28280,geonames,28202
28265,28280,geonames,28208
28266,28280,geonames,28208
28271,28204,geonames,28277
28272,28280,geonames,28208
28274,28207,geonames,28274
28275,28280,geonames,28208
28281,28280,geonames,28202
28284,28280,geonames,28202
28285,28280,geonames,28202
28287,28206,geonames,28210
28288,28280,geonames,28202
28289,28280,geonames,28208
28290,28206,geonames,28208
28296,28282,geonames,28208
28297,28206,geonames,28216
28299,28206,geonames,28205
28302,28304,geonames,28301
28309,28312,geonames,28314
28331,28306,geonames,28331
28355,27332,geonames,28355
28359,28358,geonames,28359
28362,28340,geonames,28362
28368,27332,geonames,28368
28378,28384,geonames,28378
28388,28327,geonames,28387
28402,28429,geonames,28401
28404,28401,geonames,28411
28406,28401,geonames,28403
28407,28409,geonames,28405
28408,28401,geonames,28409
28509,28515,geonames,28509
28541,28547,geonames,28540
28542,28412,geonames,28542
28545,28547,geonames,28540
28583,28583,geonames,28515
28603,28658,geonames,28602
28641,28657,geonames,28641
28647,28647,geonames,28657
28653,28657,geonames,28653
28664,28657,geonames,28664
28710,28792,geonames,28710
28755,28714,geonames,28755
28758,28791,geonames,28758
28770,28711,geonames,28770
28776,28803,geonames,28704
28788,28779,geonames,28788
28802,28748,geonames,28801
28810,28805,geonames,28806
28816,28805,geonames,28806
29041,29102,geonames,29148
29147,29147,geonames,29203
29151,29154,geonames,29150
29171,29073,geonames,29169
29177,29036,geonames,29177
29202,29202,geonames,29201
29215,29206,geonames,29201
29219,29206,geonames,29223
29221,29206,geonames,29210
29222,29206,geonames,29201
29224,29206,geonames,29223
29226,29206,geonames,29210
29227,29206,geonames,29210
29228,29073,geonames,29201
29240,29206,geonames,29204
29250,29206,geonames,29205
29290,29206,geonames,29209
29292,29206,geonames,29201
29304,29302,geonames,29306
29342,29340,geonames,29341
29348,29349,geonames,29322
29386,29376,geonames,29302
29413,29464,geonames,29403
29416,29464,geonames,29407
29417,29464,geonames,29407
29419,29405,geonames,29406
29422,29464,geonames,29412
29423,29423,geonames,29406
29425,29403,geonames,29425
29486,29483,geonames,29486
29503,29541,geonames,29501
29504,29541,geonames,29505
29578,29579,geonames,29577
29589,29571,geonames,29589
29602,29605,geonames,29601
29603,29607,geonames,29601
29604,29611,geonames,29605
29606,29611,geonames,29607
29608,29611,geonames,29609
29610,29611,geonames,29617
29612,29611,geonames,29601
29616,29601,geonames,29615
29622,29624,geonames,29621
29623,29626,geonames,29621
29632,29631,geonames,29634
29648,29649,geonames,29646
29652,29651,geonames,29650
29675,29691,geonames,29693
29688,29687,geonames,29690
29731,29745,geonames,29730
29734,29745,geonames,29730
29804,29801,geonames,29803
29808,29801,geonames,29812
29822,29816,geonames,29842
29850,29850,geonames,29801
29901,29920,geonames,29902
29903,29906,geonames,29902
29938,29907,geonames,29928
30003,30043,geonames,30093
30006,30060,geonames,30339
30007,30008,geonames,30062
30010,30043,geonames,30092
30018,30014,geonames,30018
30023,30009,geonames,30005
30036,30030,geonames,30034
30037,30030,geonames,30034
30048,30043,geonames,30047
30049,30046,geonames,30043
30061,30008,geonames,30060
30063,30062,geonames,30060
30065,30008,geonames,30062
30069,30008,geonames,30060
30077,30075,geonames,30076
30081,30141,geonames,30080
30086,30044,geonames,30083
30090,30060,geonames,30090
30091,30043,geonames,30071
30095,30097,geonames,30096
30098,30043,geonames,30097
30099,30096,geonames,30097
30111,30008,geonames,30111
30119,30116,geonames,30117
30123,30121,geonames,30120
30133,30135,geonames,30134
30146,30114,geonames,30115
30151,30177,geonames,30107
30154,30134,geonames,30135
30156,30152,geonames,30144
30160,30152,geonames,30144
30162,30165,geonames,30161
30163,30165,geonames,
30164,30164,geonames,31064
30172,30165,geonames,30161
30229,30276,geonames,30229
30237,30238,geonames,30236
30261,30240,geonames,30241
30266,30223,geonames,30224
30272,30349,geonames,30272
30287,30238,geonames,30236
30298,30238,geonames,30297
30301,30339,geonames,30303
30302,30334,geonames,30312
30304,30327,geonames,30354
30320,30354,geonames,30337
30321,30334,geonames,30354
30325,30339,geonames,30318
30333,30044,geonames,30306
30343,30334,geonames,30303
30348,30339,geonames,30354
30353,30334,geonames,30303
30355,30339,geonames,30305
30356,30044,geonames,30338
30357,30339,geonames,30309
30358,30334,geonames,30328
30359,30044,geonames,30329
30361,30339,geonames,30309
30362,30044,geonames,30340
30364,30339,geonames,30344
30366,30044,geonames,30341
30368,30339,geonames,30354
30369,30339,geonames,30318
30370,30334,geonames,30312
30371,30339,geonames,30303
30374,30334,geonames,30312
30375,30339,geonames,30308
30377,30339,geonames,30318
30378,30339,geonames,30336
30380,30339,geonames,30354
30385,30339,geonames,30344
30388,30339,geonames,30354
30392,30334,geonames,30312
30394,30334,geonames,30354
30396,30339,geonames,30354
30398,30339,geonames,30354
30414,30417,geonames,30414
30438,30438,geonames,30417
30475,30475,geonames,30474
30502,30507,geonames,30542
30503,30506,geonames,30501
30515,30043,geonames,30518
30539,30540,geonames,30539
30597,30533,geonames,30597
30598,30577,geonames,30598
30608,30606,geonames,30601
30612,30606,geonames,30602
30639,30662,geonames,30639
30645,30641,geonames,30621
30671,30669,geonames,30667
30719,30720,geonames,30721
30722,30721,geonames,30720
30724,30705,geonames,30724
30806,30824,geonames,30808
30903,30903,geonames,30813
30914,30815,geonames,30904
30916,30815,geonames,30906
30917,30809,geonames,30907
30919,30815,geonames,30909
30999,30815,geonames,30909
31004,31210,geonames,31004
31013,31025,geonames,31036
31034,31061,geonames,31034
31095,31069,geonames,31088
31099,31093,geonames,31098
31106,30339,geonames,30306
31107,30339,geonames,30307
31119,30044,geonames,30341
31126,30339,geonames,30326
31131,30339,geonames,30331
31136,30312,geonames,30336
31141,30044,geonames,30341
31145,30044,geonames,30345
31146,30044,geonames,30338
31150,30339,geonames,30350
31156,30339,geonames,30350
31192,30339,geonames,30349
31193,30339,geonames,30303
31195,30339,geonames,30318
31196,30339,geonames,30318
31203,31206,geonames,31204
31208,31206,geonames,31216
31209,31206,geonames,31204
31221,31201,geonames,31210
31296,31206,geonames,31217
31297,31216,geonames,31210
31304,31304,geonames,31331
31310,31320,geonames,31313
31319,31305,geonames,31331
31333,31301,geonames,31333
31403,31406,geonames,31405
31414,31406,geonames,31404
31418,31406,geonames,31408
31420,31406,geonames,31419
31421,31406,geonames,31421
31564,31503,geonames,31564
31599,31546,geonames,31599
31604,31601,geonames,31602
31702,31707,geonames,31701
31703,31701,geonames,31705
31704,31705,geonames,31704
31708,31705,geonames,31707
31727,31794,geonames,31727
31739,31765,geonames,31779
31753,31768,geonames,31753
31760,31783,geonames,31774
31782,31721,geonames,31705
31902,31909,geonames,31901
31908,31909,geonames,31907
31914,31907,geonames,31904
31993,31901,geonames,31907
31995,31904,geonames,31905
31998,31907,geonames,31906
31999,31901,geonames,31906
32013,32066,geonames,32013
32111,34420,geonames,34472
32116,32127,geonames,32118
32121,32114,geonames,32119
32122,32114,geonames,32117
32123,32127,geonames,32119
32125,32114,geonames,32117
32126,32114,geonames,32118
32135,32110,geonames,32137
32142,32110,geonames,32136
32143,32137,geonames,32136
32163,32162,geonames,32163
32175,32174,geonames,32176
32182,32134,geonames,32182
32192,32617,geonames,32192
32201,32208,geonames,32202
32203,32225,geonames,32203
32214,32209,geonames,32214
32229,32209,geonames,32218
32231,32209,geonames,32207
32235,32209,geonames,32225
32236,32209,geonames,32205
32237,32209,geonames,32257
32238,32209,geonames,32244
32239,32209,geonames,32277
32241,32209,geonames,32257
32245,32209,geonames,32246
32247,32209,geonames,32207
32255,32202,geonames,32216
32260,32084,geonames,32259
32302,32399,geonames,32301
32306,32304,geonames,32306
32307,32310,geonames,32307
32313,32303,geonames,32313
32314,32303,geonames,32305
32316,32303,geonames,32304
32318,32399,geonames,32303
32335,32321,geonames,32465
32337,32344,geonames,32337
32360,32334,geonames,32360
32395,32303,geonames,32301
32402,32444,geonames,32401
32406,32444,geonames,32405
32411,32444,geonames,32408
32412,32444,geonames,32401
32417,32401,geonames,32407
32422,32455,geonames,32433
32447,32447,geonames,32448
32512,32506,geonames,32512
32513,32514,geonames,32503
32516,32501,geonames,32506
32521,32501,geonames,32507
32524,32501,geonames,32504
32537,32531,geonames,32536
32559,32508,geonames,32509
32591,32501,geonames,32502
32602,32608,geonames,32601
32604,32608,geonames,32603
32610,32605,geonames,32610
32611,32605,geonames,32603
32614,32605,geonames,32608
32634,32686,geonames,32634
32704,32703,geonames,32712
32716,32773,geonames,32714
32718,32773,geonames,32707
32719,32773,geonames,32708
32723,32720,geonames,32723
32728,32724,geonames,32725
32733,32765,geonames,32792
32739,32724,geonames,32738
32752,32773,geonames,32750
32762,32773,geonames,32765
32768,32703,geonames,32768
32775,32754,geonames,32775
32781,32796,geonames,32780
32783,32796,geonames,32780
32790,32825,geonames,32789
32791,32773,geonames,32779
32793,32825,geonames,32792
32795,32773,geonames,32746
32799,32773,geonames,32746
32815,32952,geonames,32780
32816,32825,geonames,32816
32853,32825,geonames,32803
32854,32825,geonames,32804
32855,32801,geonames,32805
32856,32805,geonames,32806
32857,32825,geonames,32807
32858,32825,geonames,32808
32860,32825,geonames,32810
32861,32825,geonames,32811
32862,32801,geonames,32827
32867,32825,geonames,32817
32868,32825,geonames,32818
32869,32825,geonames,32819
32872,32801,geonames,32822
32877,32825,geonames,32837
32885,32801,geonames,32827
32887,32825,geonames,32821
32891,32825,geonames,32803
32899,32952,geonames,32899
32906,32904,geonames,32905
32910,32905,geonames,32907
32911,32905,geonames,32908
32912,32901,geonames,32904
32923,32926,geonames,32922
32924,32952,geonames,32922
32936,32901,geonames,32935
32941,32949,geonames,32940
32954,32780,geonames,32953
32959,32952,geonames,32959
32964,32960,geonames,32963
32965,32960,geonames,32962
32978,32966,geonames,32958
33002,33013,geonames,33012
33011,33013,geonames,33010
33017,33013,geonames,33015
33022,33020,geonames,33022
33061,33060,geonames,33062
33072,33062,geonames,33069
33074,33060,geonames,33064
33077,33060,geonames,33071
33081,33020,geonames,33021
33082,33023,geonames,33027
33083,33020,geonames,33021
33084,33020,geonames,33024
33090,33170,geonames,33030
33092,33170,geonames,33032
33097,33066,geonames,33073
33102,33130,geonames,33122
33106,33012,geonames,33126
33111,33130,geonames,33131
33114,33146,geonames,33134
33116,33130,geonames,33176
33124,33130,geonames,33133
33163,33169,geonames,33180
33164,33130,geonames,33162
33188,33130,geonames,33174
33191,33130,geonames,33126
33192,33130,geonames,33172
33195,33132,geonames,33166
33197,33130,geonames,33157
33198,33130,geonames,33172
33199,33130,geonames,33174
33206,33130,geonames,33126
33222,33174,geonames,33172
33231,33130,geonames,33131
33233,33130,geonames,33133
33234,33130,geonames,33134
33238,33130,geonames,33138
33242,33130,geonames,33142
33243,33130,geonames,33143
33245,33130,geonames,33145
33247,33130,geonames,33147
33255,33130,geonames,33155
33256,33130,geonames,33156
33257,33130,geonames,33157
33261,33130,geonames,33181
33265,33130,geonames,33165
33266,33130,geonames,33166
33269,33130,geonames,33169
33280,33130,geonames,33180
33283,33130,geonames,33183
33296,33130,geonames,33196
33299,33130,geonames,33122
33302,33301,geonames,33311
33303,33308,geonames,33301
33307,33301,geonames,33334
33310,33313,geonames,33311
33318,33324,geonames,33317
33320,33322,geonames,33321
33329,33301,geonames,33328
33335,33325,geonames,33316
33336,33301,geonames,33311
33338,33301,geonames,33304
33339,33301,geonames,33306
33340,33301,geonames,33311
33345,33351,geonames,33330
33346,33301,geonames,33316
33348,33301,geonames,33308
33349,33301,geonames,33304
33355,33301,geonames,33325
33359,33301,geonames,33319
33388,33317,geonames,33388
33419,33401,geonames,33404
33420,33401,geonames,33410
33422,33401,geonames,33417
33424,33435,geonames,33436
33427,33431,geonames,33486
33448,33444,geonames,33446
33464,33432,geonames,33460
33465,33463,geonames,33462
33474,33435,geonames,33437
33481,33432,geonames,33431
33482,33444,geonames,33445
33488,33432,geonames,33433
33497,33432,geonames,33428
33499,33432,geonames,33487
33530,33567,geonames,33530
33550,33584,geonames,33550
33564,33563,geonames,33566
33568,33569,geonames,33578
33571,33570,geonames,33573
33574,33576,geonames,33574
33601,33615,geonames,33602
33622,33602,geonames,33607
33623,33602,geonames,33607
33660,33607,geonames,33619
33661,33607,geonames,33619
33662,33607,geonames,33619
33663,33619,geonames,33607
33673,33603,geonames,33604
33679,33609,geonames,33629
33685,33634,geonames,33615
33689,33602,geonames,33619
33694,33618,geonames,33624
33730,33712,geonames,33713
33731,33773,geonames,33701
33732,33773,geonames,33702
33733,33712,geonames,33713
33734,33773,geonames,33704
33736,33773,geonames,33706
33737,33773,geonames,
33738,33773,geonames,33708
33740,33773,geonames,33706
33741,33773,geonames,33706
33742,33773,geonames,33716
33743,33773,geonames,33710
33747,33773,geonames,33711
33757,33773,geonames,33755
33758,33773,geonames,33765
33766,33773,geonames,33763
33769,33773,geonames,33765
33779,33777,geonames,33770
33780,33773,geonames,33781
33784,33773,geonames,33713
33802,33803,geonames,33815
33804,33801,geonames,33805
33806,33801,geonames,33803
33807,33801,geonames,33813
33820,33838,geonames,33830
33835,33834,geonames,33835
33840,33803,geonames,33840
33845,33838,geonames,33844
33858,33896,geonames,33858
33882,33881,geonames,33880
33885,33838,geonames,33881
33888,33881,geonames,33884
33906,33904,geonames,33907
33915,33903,geonames,33990
33927,33981,geonames,33953
33932,33904,geonames,33931
33938,33982,geonames,33948
33945,33945,geonames,33924
33951,33982,geonames,33950
33970,33974,geonames,33936
33994,33904,geonames,33905
34107,34102,geonames,34110
34204,34202,geonames,34203
34249,,,34238
34250,34221,geonames,34250
34260,34202,geonames,34243
34267,34266,geonames,34267
34276,34237,geonames,34231
34277,34237,geonames,34239
34278,34237,geonames,34234
34280,34202,geonames,34209
34281,34202,geonames,34207
34282,34202,geonames,34207
34284,34275,geonames,34285
34290,34287,geonames,34286
34295,34285,geonames,34223
34421,34479,geonames,34420
34430,34432,geonames,34431
34447,34448,geonames,34446
34451,34450,geonames,34453
34477,34475,geonames,34474
34478,34470,geonames,34471
34483,34479,geonames,34472
34487,34448,geonames,34487
34489,34470,geonames,34488
34605,34604,geonames,34601
34611,34601,geonames,34606
34636,33513,geonames,34601
34656,34652,geonames,34653
34697,33773,geonames,34698
34713,34711,geonames,34714
34729,34715,geonames,34729
34740,34787,geonames,34760
34745,34741,geonames,34744
34755,34715,geonames,34711
34789,34748,geonames,34788
34948,34945,geonames,34950
34954,34945,geonames,34950
34973,34972,geonames,34974
34979,34945,geonames,34981
34985,34983,geonames,34952
35011,35089,geonames,35010
35021,35224,geonames,35020
35139,35139,geonames,35073
35181,35224,geonames,35181
35185,35078,geonames,35185
35187,35187,geonames,35115
35219,35224,geonames,35209
35220,35224,geonames,35215
35231,35224,geonames,35214
35232,35224,geonames,35212
35236,35224,geonames,35244
35238,35224,geonames,35242
35249,35203,geonames,35249
35253,35224,geonames,35223
35255,35224,geonames,35205
35259,35224,geonames,35209
35260,35224,geonames,35226
35261,35224,geonames,35206
35266,35226,geonames,35216
35282,35224,geonames,35205
35285,35224,geonames,35203
35288,35228,geonames,35203
35290,35224,geonames,35212
35293,35224,geonames,35209
35294,35224,geonames,35233
35295,35203,geonames,35233
35296,35224,geonames,35226
35297,35224,geonames,35223
35298,35224,geonames,35205
35402,35406,geonames,35401
35407,35406,geonames,35405
35471,35447,geonames,35461
35478,35406,geonames,35490
35482,35406,geonames,35475
35487,35475,geonames,35487
35491,35462,geonames,35491
35573,35549,geonames,35573
35631,35633,geonames,35630
35632,35633,geonames,35632
35762,35811,geonames,35810
35807,35801,geonames,35805
35809,35801,geonames,35808
35812,35801,geonames,35808
35813,35801,geonames,35824
35814,35801,geonames,35816
35815,35801,geonames,35802
35893,35801,geonames,35805
35894,35801,geonames,35824
35897,35801,geonames,35808
35898,35801,geonames,35808
36008,36067,geonames,36008
36023,36853,geonames,36078
36057,36116,geonames,36057
36061,36089,geonames,36005
36068,36067,geonames,36066
36087,36083,geonames,36088
36101,36106,geonames,36101
36102,36116,geonames,36104
36103,36106,geonames,36104
36114,36115,geonames,36114
36118,36116,geonames,36115
36119,36116,geonames,36117
36120,36116,geonames,36111
36121,36116,geonames,36117
36123,36104,geonames,36117
36124,36116,geonames,36117
36125,36116,geonames,36105
36130,36116,geonames,36130
36131,36116,geonames,36104
36132,36116,geonames,36117
36135,36116,geonames,36104
36140,36116,geonames,36104
36141,36116,geonames,36117
36142,36116,geonames,36104
36177,36116,geonames,36117
36202,36277,geonames,36201
36204,36277,geonames,36201
36253,36277,geonames,36260
36257,36277,geonames,36207
36275,36272,geonames,35960
36302,36301,geonames,36303
36304,36301,geonames,36303
36503,36502,geonames,36503
36547,36542,geonames,36547
36590,36590,geonames,36582
36616,36616,geonames,36610
36633,36609,geonames,36602
36640,36609,geonames,36604
36641,36609,geonames,36602
36652,36602,geonames,36652
36660,36609,geonames,36606
36663,36602,geonames,36663
36670,36609,geonames,36607
36671,36609,geonames,36611
36675,36602,geonames,36619
36689,36609,geonames,36608
36691,36602,geonames,36609
36741,36768,geonames,36741
36764,36782,geonames,36764
36802,36804,geonames,36801
36851,36871,geonames,36851
36859,36859,geonames,36856
36872,36804,geonames,36854
37071,37090,geonames,37122
37089,37129,geonames,37086
37116,37208,geonames,37115
37131,37129,geonames,37130
37136,37090,geonames,37184
37152,37073,geonames,37072
37202,37072,geonames,37203
37222,37219,geonames,37211
37224,37208,geonames,37210
37227,37208,geonames,37214
37229,37208,geonames,37214
37230,37208,geonames,37203
37232,37208,geonames,37232
37234,37208,geonames,37203
37235,37208,geonames,37212
37236,37208,geonames,37203
37238,37208,geonames,37238
37240,37240,geonames,37212
37241,37208,geonames,37214
37242,37208,geonames,37219
37243,37243,geonames,37219
37244,37208,geonames,37219
37246,37246,geonames,37203
37250,37208,geonames,37214
37316,37362,geonames,37316
37383,37375,geonames,37383
37414,37402,geonames,37411
37422,37402,geonames,37421
37424,37402,geonames,37421
37450,37402,geonames,37450
37501,38108,geonames,38118
37544,38105,geonames,38126
37602,37659,geonames,37604
37605,37604,geonames,37601
37621,37618,geonames,37620
37773,37879,geonames,37825
37802,37804,geonames,37801
37816,37813,geonames,37814
37831,37716,geonames,37830
37864,37876,geonames,37862
37868,37876,geonames,37863
37901,37924,geonames,37902
37927,37921,geonames,37917
37928,37921,geonames,37918
